"_raw","_time",host,index,linecount,source,sourcetype,"splunk_server","tag::host"
"2017-12-25T19:14:12.776649-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 312146815","2017-12-25T19:14:12.776-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T19:14:12.776537-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 10343232","2017-12-25T19:14:12.776-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T19:14:12.776423-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 54926529","2017-12-25T19:14:12.776-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T19:14:12.776311-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-12-25T19:14:12.776-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T19:14:12.776123-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas1","2017-12-25T19:14:12.776-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.668042-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.00110745715811, Bin_LE_8.00_KiB = 0.00107190277416, Bin_LE_16.00_KiB = 0.00169460976288, Bin_LE_32.00_KiB = 0.00347454152385, Bin_LE_64.00_KiB = 0.0103002026122, Bin_LE_128.00_KiB = 0.00973306560806, Bin_LE_256.00_KiB = 0.0149783174716, Bin_LE_512.00_KiB = 0.0270784445946, Bin_LE_1.00_MiB = 0.220642295145, Bin_LE_2.00_MiB = 0.122800741857, Bin_LE_4.00_MiB = 0.315352169108, Bin_LE_16.00_MiB = 0.730285013592, Bin_LE_32.00_MiB = 0.445395647433, Bin_LE_64.00_MiB = 2.22179095092, Bin_LE_128.00_MiB = 2.66432830054, Bin_LE_256.00_MiB = 1.4891924687, Bin_LE_512.00_MiB = 3.50027565313, Bin_LE_1.00_GiB = 4.36796754279, Bin_LE_4.00_GiB = 6.72351751571, Bin_LE_64.00_GiB = 29.6592481395, Bin_LE_128.00_GiB = 1.45380780415, Bin_LE_256.00_GiB = 13.1690591708, Bin_LE_512.00_GiB = 3.67340758916, Bin_LE_1.00_TiB = 4.10952672902, Bin_LE_4.00_TiB = 6.86808606589, Bin_GT_4.00_TiB = 18.1958776611","2017-12-25T18:59:05.668-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.667404-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 99805400, Bin_LE_8.00_KiB = 17754472, Bin_LE_16.00_KiB = 14455609, Bin_LE_32.00_KiB = 14871671, Bin_LE_64.00_KiB = 20620126, Bin_LE_128.00_KiB = 10149381, Bin_LE_256.00_KiB = 7753431, Bin_LE_512.00_KiB = 7258733, Bin_LE_1.00_MiB = 25310084, Bin_LE_2.00_MiB = 7876372, Bin_LE_4.00_MiB = 10227987, Bin_LE_16.00_MiB = 8296943, Bin_LE_32.00_MiB = 1663285, Bin_LE_64.00_MiB = 4180133, Bin_LE_128.00_MiB = 2571386, Bin_LE_256.00_MiB = 640971, Bin_LE_512.00_MiB = 808152, Bin_LE_1.00_GiB = 596784, Bin_LE_4.00_GiB = 402700, Bin_LE_64.00_GiB = 341820, Bin_LE_128.00_GiB = 1506, Bin_LE_256.00_GiB = 7807, Bin_LE_512.00_GiB = 766, Bin_LE_1.00_TiB = 426, Bin_LE_4.00_TiB = 273, Bin_GT_4.00_TiB = 276","2017-12-25T18:59:05.667-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648867-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 9087","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648717-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 9h 59m","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648571-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 36.49 MiB","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648435-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 8895.20 TiB","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648291-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 255596494","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648153-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 6102351","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.648039-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 64916421","2017-12-25T18:59:05.648-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.647834-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-12-25T18:59:05.647-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-25T18:59:05.647644-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas2","2017-12-25T18:59:05.647-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.893734-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.000446436576707, Bin_LE_8.00_KiB = 0.000904535532324, Bin_LE_16.00_KiB = 0.00251898858036, Bin_LE_32.00_KiB = 0.0046848591519, Bin_LE_64.00_KiB = 0.00589505349743, Bin_LE_128.00_KiB = 0.00691215200284, Bin_LE_256.00_KiB = 0.0512099333851, Bin_LE_512.00_KiB = 0.0429255971095, Bin_LE_1.00_MiB = 0.17443503041, Bin_LE_2.00_MiB = 0.389398190595, Bin_LE_4.00_MiB = 1.84949043301, Bin_LE_16.00_MiB = 5.78315329932, Bin_LE_32.00_MiB = 2.29166709664, Bin_LE_64.00_MiB = 7.54874459132, Bin_LE_128.00_MiB = 9.762603888, Bin_LE_256.00_MiB = 4.741173686, Bin_LE_512.00_MiB = 3.13761290076, Bin_LE_1.00_GiB = 5.61006259704, Bin_LE_4.00_GiB = 15.3281650843, Bin_LE_64.00_GiB = 27.2100269554, Bin_LE_128.00_GiB = 1.953103986, Bin_LE_256.00_GiB = 2.9891238143, Bin_LE_512.00_GiB = 3.21749251328, Bin_LE_1.00_TiB = 4.56182692526, Bin_LE_4.00_TiB = 1.95188546041, Bin_GT_4.00_TiB = 1.38453599214","2017-12-11T21:22:03.893-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.893210-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 41814844, Bin_LE_8.00_KiB = 13068418, Bin_LE_16.00_KiB = 15856981, Bin_LE_32.00_KiB = 16361359, Bin_LE_64.00_KiB = 10719301, Bin_LE_128.00_KiB = 6099483, Bin_LE_256.00_KiB = 23938579, Bin_LE_512.00_KiB = 9471412, Bin_LE_1.00_MiB = 20481577, Bin_LE_2.00_MiB = 22454727, Bin_LE_4.00_MiB = 44584678, Bin_LE_16.00_MiB = 49362613, Bin_LE_32.00_MiB = 7308697, Bin_LE_64.00_MiB = 13206612, Bin_LE_128.00_MiB = 8610454, Bin_LE_256.00_MiB = 1870398, Bin_LE_512.00_MiB = 717503, Bin_LE_1.00_GiB = 625029, Bin_LE_4.00_GiB = 725073, Bin_LE_64.00_GiB = 204400, Bin_LE_128.00_GiB = 1794, Bin_LE_256.00_GiB = 1298, Bin_LE_512.00_GiB = 631, Bin_LE_1.00_TiB = 476, Bin_LE_4.00_TiB = 93, Bin_GT_4.00_TiB = 12","2017-12-11T21:22:03.893-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.876131-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 8364","2017-12-11T21:22:03.876-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.876040-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 12h 22m","2017-12-11T21:22:03.876-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875945-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 25.91 MiB","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875839-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 7597.73 TiB","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875747-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 307486442","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875648-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 10374152","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875553-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 54530106","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875450-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T21:22:03.875271-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas1","2017-12-11T21:22:03.875-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.071046-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.00106057594225, Bin_LE_8.00_KiB = 0.00111168433501, Bin_LE_16.00_KiB = 0.00177378246712, Bin_LE_32.00_KiB = 0.00345801826838, Bin_LE_64.00_KiB = 0.00995729434453, Bin_LE_128.00_KiB = 0.00889388668444, Bin_LE_256.00_KiB = 0.0142488002944, Bin_LE_512.00_KiB = 0.0262559410797, Bin_LE_1.00_MiB = 0.217526670069, Bin_LE_2.00_MiB = 0.131396915291, Bin_LE_4.00_MiB = 0.289873821695, Bin_LE_16.00_MiB = 0.688907587556, Bin_LE_32.00_MiB = 0.377910775084, Bin_LE_64.00_MiB = 2.15520841907, Bin_LE_128.00_MiB = 6.20544781212, Bin_LE_256.00_MiB = 1.77763589336, Bin_LE_512.00_MiB = 3.72243930469, Bin_LE_1.00_GiB = 3.98525537441, Bin_LE_4.00_GiB = 5.93045920492, Bin_LE_64.00_GiB = 27.2634693722, Bin_LE_128.00_GiB = 1.69544913636, Bin_LE_256.00_GiB = 13.4105313663, Bin_LE_512.00_GiB = 3.67564613999, Bin_LE_1.00_TiB = 4.23128839231, Bin_LE_4.00_TiB = 6.61543539496, Bin_GT_4.00_TiB = 17.5593584362","2017-12-11T17:47:22.071-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.070471-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 92130574, Bin_LE_8.00_KiB = 18514582, Bin_LE_16.00_KiB = 15430089, Bin_LE_32.00_KiB = 14948609, Bin_LE_64.00_KiB = 20177697, Bin_LE_128.00_KiB = 9447912, Bin_LE_256.00_KiB = 7432866, Bin_LE_512.00_KiB = 7117685, Bin_LE_1.00_MiB = 25128515, Bin_LE_2.00_MiB = 8428717, Bin_LE_4.00_MiB = 9673379, Bin_LE_16.00_MiB = 8101943, Bin_LE_32.00_MiB = 1518335, Bin_LE_64.00_MiB = 4085290, Bin_LE_128.00_MiB = 5735910, Bin_LE_256.00_MiB = 752889, Bin_LE_512.00_MiB = 859449, Bin_LE_1.00_GiB = 560478, Bin_LE_4.00_GiB = 367001, Bin_LE_64.00_GiB = 310237, Bin_LE_128.00_GiB = 1814, Bin_LE_256.00_GiB = 8056, Bin_LE_512.00_GiB = 774, Bin_LE_1.00_TiB = 444, Bin_LE_4.00_TiB = 270, Bin_GT_4.00_TiB = 272","2017-12-11T17:47:22.070-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.060081-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 10149","2017-12-11T17:47:22.060-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059977-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 8h 47m","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059851-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 37.56 MiB","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059726-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 8980.79 TiB","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059605-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 250733787","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059484-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 5977884","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059380-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 64391870","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059257-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-12-11T17:47:22.059118-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas2","2017-12-11T17:47:22.059-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.294632-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.00120351662006, Bin_LE_8.00_KiB = 0.00120080618635, Bin_LE_16.00_KiB = 0.00176206791454, Bin_LE_32.00_KiB = 0.00357301513117, Bin_LE_64.00_KiB = 0.00936909534694, Bin_LE_128.00_KiB = 0.0086737679757, Bin_LE_256.00_KiB = 0.0127424700542, Bin_LE_512.00_KiB = 0.0253160936058, Bin_LE_1.00_MiB = 0.268492816391, Bin_LE_2.00_MiB = 0.14159297399, Bin_LE_4.00_MiB = 0.304639394835, Bin_LE_16.00_MiB = 0.73271673187, Bin_LE_32.00_MiB = 0.314179587086, Bin_LE_64.00_MiB = 2.18988031961, Bin_LE_128.00_MiB = 6.37089757688, Bin_LE_256.00_MiB = 1.72881880145, Bin_LE_512.00_MiB = 3.88846615661, Bin_LE_1.00_GiB = 4.13059387819, Bin_LE_4.00_GiB = 6.23430034374, Bin_LE_64.00_GiB = 27.4466914351, Bin_LE_128.00_GiB = 1.69078588545, Bin_LE_256.00_GiB = 13.8163704952, Bin_LE_512.00_GiB = 3.66747293008, Bin_LE_1.00_TiB = 3.99032789338, Bin_LE_4.00_TiB = 5.94139256878, Bin_GT_4.00_TiB = 17.0785393786","2017-11-28T01:57:13.294-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.294081-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 97655334, Bin_LE_8.00_KiB = 19317665, Bin_LE_16.00_KiB = 14554804, Bin_LE_32.00_KiB = 14857898, Bin_LE_64.00_KiB = 18216243, Bin_LE_128.00_KiB = 8885445, Bin_LE_256.00_KiB = 6373082, Bin_LE_512.00_KiB = 6562904, Bin_LE_1.00_MiB = 29811323, Bin_LE_2.00_MiB = 8773612, Bin_LE_4.00_MiB = 9955646, Bin_LE_16.00_MiB = 8396059, Bin_LE_32.00_MiB = 1212142, Bin_LE_64.00_MiB = 3997732, Bin_LE_128.00_MiB = 5650144, Bin_LE_256.00_MiB = 708962, Bin_LE_512.00_MiB = 862928, Bin_LE_1.00_GiB = 558339, Bin_LE_4.00_GiB = 366859, Bin_LE_64.00_GiB = 282176, Bin_LE_128.00_GiB = 1742, Bin_LE_256.00_GiB = 7965, Bin_LE_512.00_GiB = 738, Bin_LE_1.00_TiB = 401, Bin_LE_4.00_TiB = 230, Bin_GT_4.00_TiB = 256","2017-11-28T01:57:13.294-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281915-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 5419","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281799-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 16h 46m","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281688-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 35.21 MiB","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281576-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 8630.44 TiB","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281470-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 257010629","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281350-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 6461294","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281235-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 63824486","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.281114-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-11-28T01:57:13.281-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-28T01:57:13.280943-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas2","2017-11-28T01:57:13.280-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.261448-05:00 lfs-mgmt2.ccs.ornl.gov fprof.fsize_perc.hist: Bin_LE_4.00_KiB = 0.000402153206702, Bin_LE_8.00_KiB = 0.000762302576038, Bin_LE_16.00_KiB = 0.00175510568806, Bin_LE_32.00_KiB = 0.00385760105071, Bin_LE_64.00_KiB = 0.00543158051274, Bin_LE_128.00_KiB = 0.00577037138207, Bin_LE_256.00_KiB = 0.0430093141237, Bin_LE_512.00_KiB = 0.0359813601521, Bin_LE_1.00_MiB = 0.153921343123, Bin_LE_2.00_MiB = 0.334021219611, Bin_LE_4.00_MiB = 1.57825993919, Bin_LE_16.00_MiB = 5.03806981678, Bin_LE_32.00_MiB = 1.96937029104, Bin_LE_64.00_MiB = 6.23772923312, Bin_LE_128.00_MiB = 19.9197766352, Bin_LE_256.00_MiB = 4.37326716927, Bin_LE_512.00_MiB = 2.81635999046, Bin_LE_1.00_GiB = 7.42763170323, Bin_LE_4.00_GiB = 12.5902819765, Bin_LE_64.00_GiB = 21.6796651972, Bin_LE_128.00_GiB = 1.77780229279, Bin_LE_256.00_GiB = 2.77698431681, Bin_LE_512.00_GiB = 2.64300895609, Bin_LE_1.00_TiB = 5.70135452351, Bin_LE_4.00_TiB = 1.69363063319, Bin_GT_4.00_TiB = 1.19189497426","2017-11-27T19:37:15.261-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.260830-05:00 lfs-mgmt2.ccs.ornl.gov fprof.filecount.hist: Bin_LE_4.00_KiB = 43002050, Bin_LE_8.00_KiB = 12772657, Bin_LE_16.00_KiB = 13333350, Bin_LE_32.00_KiB = 15518047, Bin_LE_64.00_KiB = 11392932, Bin_LE_128.00_KiB = 5978941, Bin_LE_256.00_KiB = 23412424, Bin_LE_512.00_KiB = 9171703, Bin_LE_1.00_MiB = 19611672, Bin_LE_2.00_MiB = 22367834, Bin_LE_4.00_MiB = 44196206, Bin_LE_16.00_MiB = 49887110, Bin_LE_32.00_MiB = 7305592, Bin_LE_64.00_MiB = 12649448, Bin_LE_128.00_MiB = 18584583, Bin_LE_256.00_MiB = 1922469, Bin_LE_512.00_MiB = 748746, Bin_LE_1.00_GiB = 920860, Bin_LE_4.00_GiB = 691389, Bin_LE_64.00_GiB = 185051, Bin_LE_128.00_GiB = 1926, Bin_LE_256.00_GiB = 1425, Bin_LE_512.00_GiB = 595, Bin_LE_1.00_TiB = 716, Bin_LE_4.00_TiB = 95, Bin_GT_4.00_TiB = 12","2017-11-27T19:37:15.260-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238564-05:00 lfs-mgmt2.ccs.ornl.gov fprof.scan_rate: 9893","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238461-05:00 lfs-mgmt2.ccs.ornl.gov fprof.walktime: 10h 37m","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238357-05:00 lfs-mgmt2.ccs.ornl.gov fprof.avg_file_size: 29.50 MiB","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238249-05:00 lfs-mgmt2.ccs.ornl.gov fprof.total_file_size: 8825.72 TiB","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238146-05:00 lfs-mgmt2.ccs.ornl.gov fprof.file_count: 313657833","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.238041-05:00 lfs-mgmt2.ccs.ornl.gov fprof.sym_count: 10242556","2017-11-27T19:37:15.238-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.237933-05:00 lfs-mgmt2.ccs.ornl.gov fprof.dir_count: 54286544","2017-11-27T19:37:15.237-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.237801-05:00 lfs-mgmt2.ccs.ornl.gov fprof.version: 0.16","2017-11-27T19:37:15.237-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
"2017-11-27T19:37:15.237644-05:00 lfs-mgmt2.ccs.ornl.gov fprof.rootpath: /lustre/atlas1","2017-11-27T19:37:15.237-0500","lfs-mgmt2.ccs.ornl.gov",main,1,"/data/log/splunk/default.log",syslog,"splunkindex01.ccs.ornl.gov",
